YEAR,NCIC_AGENCY,FUNDED_NON_JAIL_SWORN_MALE,FUNDED_NON_JAIL_SWORN_FEMALE,FUNDED_NON_JAIL_SWORN_TOTAL,FUNDED_NON_JAIL_CIVIL_MALE,FUNDED_NON_JAIL_CIVIL_FEMALE,FUNDED_NON_JAIL_CIVIL_TOTAL,FUNDED_JAIL_SWORN_MALE,FUNDED_JAIL_SWORN_FEMALE,FUNDED_JAIL_SWORN_TOTAL,FUNDED_JAIL_CIVIL_MALE,FUNDED_JAIL_CIVIL_FEMALE,FUNDED_JAIL_CIVIL_TOTAL
1992,102,26,3,29,0,4,4,0,0,0,0,0,0
1992,103,159,23,182,46,76,122,0,0,0,0,0,0
1992,104,26,3,29,1,12,13,0,0,0,0,0,0
1992,105,169,12,181,8,57,65,1,0,1,6,7,13
1992,106,149,15,164,7,59,66,0,0,0,9,4,13
1992,107,62,3,65,26,29,55,0,0,0,0,0,0
1992,108,49,3,52,4,17,21,0,0,0,0,0,0
1992,109,650,63,713,102,212,314,7,0,7,71,28,99
1992,110,18,2,20,1,6,7,0,0,0,0,0,0
1992,111,61,5,66,4,25,29,0,0,0,0,0,0
1992,112,79,4,83,10,31,41,0,0,0,4,1,5
1992,113,60,3,63,5,18,23,3,1,4,0,0,0
1992,114,46,3,49,3,20,23,0,0,0,0,0,0
1992,115,11,1,12,9,4,13,0,0,0,0,0,0
1992,121,137,16,153,15,16,31,0,0,0,0,0,0
1992,122,3,0,3,174,48,222,0,0,0,0,0,0
1992,197,59,15,74,24,23,47,0,0,0,0,0,0
1992,200,9,0,9,0,3,3,0,0,0,0,0,0
1992,300,34,0,34,1,11,12,0,0,0,0,0,0
1992,302,4,0,4,0,1,1,0,0,0,0,0,0
1992,303,8,1,9,0,2,2,0,0,0,0,0,0
1992,305,5,1,6,0,0,0,0,0,0,0,0,0
1992,400,84,2,86,4,27,31,0,0,0,0,0,0
1992,402,57,7,64,6,33,39,0,0,0,0,0,0
1992,403,8,0,8,1,5,6,0,0,0,0,0,0
1992,404,22,1,23,2,8,10,0,0,0,0,0,0
1992,405,23,0,23,14,0,14,0,0,0,0,0,0
1992,497,9,1,10,2,2,4,0,0,0,0,0,0
1992,500,32,3,35,0,15,15,0,0,0,0,0,0
1992,501,5,2,7,1,0,1,0,0,0,0,0,0
1992,600,23,1,24,0,6,6,0,0,0,0,0,0
1992,601,7,1,8,0,1,1,0,0,0,0,0,0
1992,602,5,1,6,0,0,0,0,0,0,0,0,0
1992,700,312,34,346,30,99,129,201,42,243,38,72,110
1992,701,76,5,81,3,31,34,0,0,0,0,0,0
1992,702,15,0,15,0,3,3,0,0,0,0,0,0
1992,703,9,0,9,0,2,2,0,0,0,0,0,0
1992,704,130,10,140,3,41,44,0,0,0,4,0,4
1992,705,32,1,33,0,4,4,0,0,0,0,0,0
1992,706,14,3,17,1,3,4,0,0,0,0,0,0
1992,707,21,1,22,5,15,20,0,0,0,0,0,0
1992,708,68,1,69,3,15,18,0,0,0,0,0,0
1992,709,39,3,42,2,19,21,0,0,0,0,0,0
1992,710,166,11,177,16,57,73,0,0,0,3,2,5
1992,711,40,0,40,0,11,11,0,0,0,0,0,0
1992,712,69,7,76,5,24,29,0,0,0,0,0,0
1992,713,8,2,10,0,0,0,0,0,0,0,0,0
1992,714,41,2,43,2,9,11,0,0,0,0,0,0
1992,716,11,1,12,0,1,1,0,0,0,0,0,0
1992,721,13,4,17,3,2,5,0,0,0,0,0,0
1992,800,23,3,26,0,2,2,0,0,0,0,0,0
1992,801,10,1,11,0,1,1,0,0,0,0,0,0
1992,900,118,4,122,4,28,32,20,3,23,57,48,105
1992,901,19,0,19,1,4,5,0,0,0,0,0,0
1992,902,48,2,50,4,16,20,0,0,0,0,0,0
1992,1000,296,24,320,56,96,152,0,0,0,0,0,0
1992,1001,63,7,70,5,25,30,0,0,0,0,0,0
1992,1002,15,0,15,2,5,7,0,0,0,0,0,0
1992,1003,6,1,7,0,4,4,0,0,0,0,0,0
1992,1004,5,0,5,0,0,0,0,0,0,0,0,0
1992,1005,383,27,410,59,176,235,0,0,0,0,0,0
1992,1006,5,0,5,1,5,6,0,0,0,0,0,0
1992,1007,12,1,13,0,2,2,0,0,0,0,0,0
1992,1008,11,0,11,0,4,4,0,0,0,0,0,0
1992,1011,10,0,10,0,1,1,0,0,0,0,0,0
1992,1012,21,2,23,3,6,9,0,0,0,0,0,0
1992,1013,21,2,23,0,6,6,0,0,0,0,0,0
1992,1015,19,3,22,1,11,12,0,0,0,0,0,0
1992,1017,10,1,11,0,0,0,0,0,0,0,0,0
1992,1031,4,0,4,0,0,0,0,0,0,0,0,0
1992,1097,12,4,16,3,7,10,0,0,0,0,0,0
1992,1100,21,0,21,1,10,11,0,0,0,0,0,0
1992,1101,9,0,9,0,1,1,0,0,0,0,0,0
1992,1102,8,0,8,1,1,2,0,0,0,0,0,0
1992,1200,78,4,82,3,23,26,0,0,0,0,0,0
1992,1201,20,0,20,2,6,8,0,0,0,0,0,0
1992,1202,2,0,2,0,0,0,0,0,0,0,0,0
1992,1203,42,4,46,4,15,19,0,0,0,0,0,0
1992,1204,3,0,3,0,0,0,0,0,0,0,0,0
1992,1205,13,1,14,0,6,6,0,0,0,0,0,0
1992,1206,2,1,3,0,0,0,0,0,0,0,0,0
1992,1207,4,0,4,0,0,0,0,0,0,0,0,0
1992,1208,10,0,10,2,5,7,0,0,0,0,0,0
1992,1300,65,5,70,2,34,36,53,6,59,25,32,57
1992,1301,26,1,27,0,9,9,0,0,0,0,0,0
1992,1302,25,3,28,5,11,16,0,0,0,0,0,0
1992,1303,4,0,4,0,1,1,0,0,0,0,0,0
1992,1304,44,2,46,7,17,24,0,0,0,0,0,0
1992,1305,9,0,9,3,1,4,0,0,0,0,0,0
1992,1306,9,1,10,0,0,0,0,0,0,0,0,0
1992,1307,4,0,4,0,0,0,0,0,0,0,0,0
1992,1400,22,2,24,3,3,6,11,1,12,2,8,10
1992,1401,14,0,14,0,8,8,0,0,0,0,0,0
1992,1500,272,19,291,25,126,151,0,0,0,0,0,0
1992,1501,11,0,11,0,6,6,0,0,0,0,0,0
1992,1502,237,7,244,10,79,89,0,0,0,0,0,0
1992,1503,30,3,33,0,9,9,0,0,0,4,0,4
1992,1506,31,2,33,0,9,9,0,0,0,0,0,0
1992,1507,20,3,23,0,5,5,0,0,0,0,0,0
1992,1508,16,0,16,7,0,7,0,0,0,0,0,0
1992,1511,12,1,13,1,6,7,0,0,0,0,0,0
1992,1513,35,6,41,4,6,10,0,0,0,0,0,0
1992,1514,3,0,3,0,0,0,0,0,0,0,0,0
1992,1515,6,0,6,0,4,4,0,0,0,0,0,0
1992,1597,9,0,9,1,3,4,0,0,0,0,0,0
1992,1600,65,2,67,6,31,37,31,16,47,4,5,9
1992,1601,14,1,15,0,5,5,0,0,0,0,0,0
1992,1602,33,1,34,0,12,12,0,0,0,0,0,0
1992,1603,19,1,20,2,4,6,0,0,0,0,0,0
1992,1700,54,2,56,5,24,29,0,0,0,0,0,0
1992,1701,12,0,12,0,2,2,0,0,0,0,0,0
1992,1702,17,0,17,1,7,8,0,0,0,0,0,0
1992,1800,22,1,23,0,6,6,29,13,42,6,7,13
1992,1801,13,1,14,0,1,1,0,0,0,0,0,0
1992,1900,4562,599,5161,840,1849,2689,0,0,0,0,0,0
1992,1901,81,7,88,13,35,48,0,0,0,3,3,6
1992,1902,71,6,77,4,12,16,0,0,0,1,3,4
1992,1905,54,2,56,1,21,22,0,0,0,5,0,5
1992,1906,65,3,68,2,18,20,0,0,0,0,0,0
1992,1907,39,1,40,4,14,18,0,0,0,2,2,4
1992,1909,50,6,56,4,17,21,0,0,0,0,0,0
1992,1910,123,5,128,21,36,57,0,0,0,7,3,10
1992,1912,137,8,145,21,59,80,0,0,0,6,3,9
1992,1913,37,2,39,2,11,13,0,0,0,4,1,5
1992,1915,117,7,124,6,71,77,0,0,0,5,0,5
1992,1916,51,1,52,1,24,25,0,0,0,4,0,4
1992,1918,107,9,116,13,28,41,0,0,0,2,0,2
1992,1920,119,4,123,2,29,31,0,0,0,0,0,0
1992,1922,105,9,114,8,18,26,0,0,0,5,0,5
1992,1923,55,8,63,3,12,15,0,0,0,3,2,5
1992,1924,84,7,91,1,13,14,0,0,0,3,3,6
1992,1925,185,21,206,22,62,84,1,0,1,6,6,12
1992,1926,47,5,52,2,13,15,0,0,0,3,4,7
1992,1928,85,6,91,15,35,50,0,0,0,6,0,6
1992,1929,36,3,39,2,12,14,0,0,0,2,4,6
1992,1931,61,2,63,6,28,34,0,0,0,3,2,5
1992,1933,194,14,208,14,54,68,1,0,1,3,8,11
1992,1934,20,0,20,0,6,6,0,0,0,0,0,0
1992,1938,36,2,38,3,10,13,0,0,0,1,0,1
1992,1941,666,59,725,54,250,304,9,0,9,43,19,62
1992,1942,6680,1080,7760,700,1546,2246,40,0,40,261,85,346
1992,1944,50,8,58,0,0,0,1,6,7,4,1,5
1992,1945,21,0,21,5,6,11,0,0,0,0,0,0
1992,1946,52,3,55,0,18,18,0,0,0,1,0,1
1992,1947,88,4,92,13,30,43,0,0,0,0,0,0
1992,1948,68,7,75,3,30,33,6,0,6,0,0,0
1992,1951,21,2,23,0,2,2,0,0,0,3,7,10
1992,1953,186,20,206,34,78,112,2,0,2,10,7,17
1992,1955,162,5,167,13,80,93,1,0,1,12,7,19
1992,1956,95,5,100,14,47,61,0,0,0,3,6,9
1992,1961,33,1,34,1,8,9,0,0,0,3,2,5
1992,1962,46,4,50,3,8,11,0,0,0,0,0,0
1992,1963,22,3,25,0,5,5,0,0,0,0,0,0
1992,1965,152,25,177,50,83,133,0,0,0,5,6,11
1992,1966,15,0,15,3,3,6,0,0,0,0,0,0
1992,1967,28,3,31,1,6,7,0,0,0,3,2,5
1992,1969,87,3,90,5,24,29,0,0,0,4,1,5
1992,1970,28,2,30,1,13,14,0,0,0,4,0,4
1992,1972,231,7,238,13,56,69,0,0,0,6,7,13
1992,1973,52,2,54,3,16,19,0,0,0,0,0,0
1992,1975,107,7,114,7,31,38,0,0,0,4,4,8
1992,1976,89,3,92,5,30,35,0,0,0,6,0,6
1992,1978,10,2,12,4,10,14,0,0,0,0,0,0
1992,1981,11,1,12,4,5,9,0,0,0,0,0,0
1992,1982,14,4,18,3,2,5,0,0,0,0,0,0
1992,1983,13,2,15,0,4,4,0,0,0,0,0,0
1992,1984,17,2,19,12,6,18,0,0,0,0,0,0
1992,1997,52,11,63,12,10,22,0,0,0,0,0,0
1992,2000,52,3,55,2,17,19,0,0,0,0,0,0
1992,2001,12,0,12,1,5,6,0,0,0,0,0,0
1992,2002,40,2,42,2,10,12,0,0,0,0,0,0
1992,2100,101,15,116,15,46,61,41,19,60,8,11,19
1992,2101,7,0,7,0,1,1,0,0,0,0,0,0
1992,2103,9,3,12,1,3,4,0,0,0,0,0,0
1992,2104,30,2,32,1,8,9,0,0,0,0,0,0
1992,2105,26,0,26,0,8,8,0,0,0,0,0,0
1992,2106,50,3,53,3,18,21,0,0,0,0,0,0
1992,2107,7,0,7,0,0,0,0,0,0,0,0,0
1992,2108,16,0,16,0,6,6,0,0,0,0,0,0
1992,2109,72,5,77,2,29,31,0,0,0,0,0,0
1992,2110,20,1,21,0,10,10,0,0,0,0,0,0
1992,2111,12,2,14,1,2,3,0,0,0,0,0,0
1992,2113,8,0,8,0,1,1,0,0,0,0,0,0
1992,2200,27,2,29,1,0,1,0,0,0,0,0,0
1992,2300,63,1,64,2,17,19,0,0,0,0,0,0
1992,2301,17,1,18,0,3,3,0,0,0,2,3,5
1992,2303,24,0,24,1,8,9,0,0,0,0,0,0
1992,2304,10,0,10,0,6,6,0,0,0,0,0,0
1992,2400,72,2,74,6,15,21,0,0,0,0,0,0
1992,2401,21,1,22,1,6,7,0,0,0,0,0,0
1992,2402,7,0,7,0,0,0,0,0,0,0,0,0
1992,2403,7,1,8,0,1,1,0,0,0,0,0,0
1992,2404,13,1,14,1,5,6,0,0,0,0,0,0
1992,2405,23,2,25,1,11,12,0,0,0,0,0,0
1992,2406,71,3,74,4,30,34,0,0,0,0,0,0
1992,2500,9,1,10,0,0,0,0,0,0,0,0,0
1992,2501,8,0,8,0,1,1,0,0,0,0,0,0
1992,2600,23,1,24,3,2,5,1,0,1,0,0,0
1992,2601,14,1,15,0,3,3,0,0,0,0,0,0
1992,2700,146,7,153,7,54,61,110,24,134,6,22,28
1992,2701,17,1,18,4,6,10,0,0,0,0,0,0
1992,2702,4,0,4,0,0,0,0,0,0,0,0,0
1992,2703,8,0,8,0,1,1,0,0,0,0,0,0
1992,2704,9,0,9,0,1,1,0,0,0,0,0,0
1992,2705,14,0,14,1,0,1,0,0,0,0,0,0
1992,2706,51,2,53,3,5,8,0,0,0,6,5,11
1992,2707,25,2,27,4,7,11,0,0,0,0,0,0
1992,2708,134,4,138,9,34,43,0,0,0,0,0,0
1992,2709,5,0,5,0,1,1,0,0,0,0,0,0
1992,2710,38,3,41,3,7,10,0,0,0,0,0,0
1992,2711,10,0,10,0,2,2,0,0,0,0,0,0
1992,2712,24,1,25,1,4,5,0,0,0,0,0,0
1992,2714,10,0,10,0,0,0,0,0,0,0,0,0
1992,2800,65,4,69,1,17,18,0,0,0,0,0,0
1992,2801,8,1,9,2,2,4,0,0,0,0,0,0
1992,2802,66,4,70,5,34,39,0,0,0,0,0,0
1992,2803,11,1,12,1,3,4,0,0,0,0,0,0
1992,2900,70,3,73,2,32,34,0,0,0,0,0,0
1992,2901,18,0,18,1,7,8,0,0,0,0,0,0
1992,2902,8,0,8,0,2,2,0,0,0,0,0,0
1992,3000,611,34,645,179,292,471,505,80,585,217,149,366
1992,3001,331,19,350,37,116,153,1,0,1,14,11,25
1992,3002,99,7,106,1,25,26,0,0,0,0,0,0
1992,3003,85,2,87,6,38,44,0,0,0,5,0,5
1992,3004,130,8,138,50,0,50,0,0,0,8,0,8
1992,3005,48,5,53,1,23,24,0,0,0,3,0,3
1992,3006,23,1,24,0,6,6,0,0,0,0,0,0
1992,3007,56,6,62,6,15,21,0,0,0,0,0,0
1992,3008,138,10,148,3,59,62,0,0,0,5,0,5
1992,3009,161,8,169,9,56,65,0,0,0,0,0,0
1992,3010,221,7,228,30,98,128,1,0,1,11,8,19
1992,3011,41,6,47,2,31,33,0,0,0,0,0,0
1992,3012,58,4,62,4,23,27,0,0,0,0,0,0
1992,3013,24,0,24,2,4,6,0,0,0,0,0,0
1992,3014,144,7,151,12,57,69,0,0,0,5,3,8
1992,3015,137,5,142,12,56,68,0,0,0,0,0,0
1992,3016,50,1,51,3,13,16,0,0,0,0,0,0
1992,3017,41,6,47,3,16,19,0,0,0,2,0,2
1992,3019,375,15,390,29,163,192,0,0,0,3,2,5
1992,3020,32,3,35,3,14,17,0,0,0,0,0,0
1992,3022,81,4,85,3,30,33,0,0,0,0,0,0
1992,3024,97,3,100,5,37,42,0,0,0,0,0,0
1992,3026,115,10,125,7,56,63,0,0,0,3,1,4
1992,3027,12,2,14,5,11,16,0,0,0,0,0,0
1992,3091,238,33,271,19,56,75,53,13,66,0,0,0
1992,3097,20,4,24,3,6,9,0,0,0,0,0,0
1992,3100,123,14,137,5,59,64,47,11,58,17,29,46
1992,3101,19,1,20,1,6,7,0,0,0,0,0,0
1992,3102,5,0,5,0,0,0,0,0,0,0,0,0
1992,3103,10,2,12,0,4,4,0,0,0,0,0,0
1992,3104,24,2,26,4,10,14,0,0,0,0,0,0
1992,3105,55,2,57,8,35,43,0,0,0,3,4,7
1992,3200,34,0,34,0,10,10,0,0,0,0,0,0
1992,3300,739,85,824,60,364,424,202,39,241,272,149,421
1992,3301,27,3,30,1,14,15,0,0,0,0,0,0
1992,3302,16,0,16,3,5,8,0,0,0,0,0,0
1992,3303,17,1,18,1,8,9,0,0,0,0,0,0
1992,3305,22,0,22,2,8,10,0,0,0,0,0,0
1992,3308,44,3,47,3,12,15,0,0,0,0,0,0
1992,3309,41,0,41,6,19,25,0,0,0,0,0,0
1992,3311,79,4,83,12,29,41,0,0,0,4,3,7
1992,3312,30,4,34,0,15,15,0,0,0,0,0,0
1992,3313,282,23,305,41,128,169,0,0,0,0,0,0
1992,3314,25,1,26,5,9,14,0,0,0,0,0,0
1992,3315,102,12,114,13,57,70,0,0,0,0,0,0
1992,3325,40,2,42,6,14,20,0,0,0,0,0,0
1992,3397,13,2,15,3,4,7,0,0,0,0,0,0
1992,3400,627,93,720,80,198,278,322,84,406,77,87,164
1992,3401,34,0,34,1,9,10,0,0,0,0,0,0
1992,3402,16,1,17,1,9,10,0,0,0,0,0,0
1992,3403,2,0,2,0,0,0,0,0,0,0,0,0
1992,3404,538,61,599,70,231,301,0,0,0,0,0,0
1992,3408,12,1,13,1,5,6,0,0,0,0,0,0
1992,3420,2,0,2,1,0,1,0,0,0,0,0,0
1992,3498,282,32,314,24,50,74,0,0,0,0,0,0
1992,3499,5468,501,5969,1016,1516,2532,0,0,0,0,0,0
1992,3500,16,1,17,0,3,3,1,0,1,9,8,17
1992,3501,19,2,21,1,3,4,0,0,0,0,0,0
1992,3600,794,141,935,129,354,483,283,77,360,125,184,309
1992,3601,35,1,36,1,13,14,0,0,0,0,0,0
1992,3602,75,3,78,12,46,58,0,0,0,0,0,0
1992,3603,60,2,62,5,21,26,0,0,0,0,0,0
1992,3604,102,4,106,9,48,57,0,0,0,0,0,0
1992,3605,48,4,52,1,21,22,0,0,0,0,0,0
1992,3607,169,10,179,18,71,89,0,0,0,0,0,0
1992,3608,67,3,70,9,16,25,0,0,0,0,0,0
1992,3609,93,7,100,7,41,48,0,0,0,0,0,0
1992,3610,237,16,253,32,112,144,0,0,0,0,0,0
1992,3611,75,3,78,7,26,33,0,0,0,0,0,0
1992,3613,18,1,19,2,6,8,0,0,0,0,0,0
1992,3614,10,0,10,1,3,4,0,0,0,0,0,0
1992,3700,654,93,747,85,336,421,670,130,800,172,296,468
1992,3701,75,2,77,4,24,28,0,0,0,0,0,0
1992,3702,137,17,154,15,66,81,0,0,0,0,0,0
1992,3703,39,3,42,3,12,15,0,0,0,0,0,0
1992,3705,117,7,124,17,62,79,0,0,0,0,0,0
1992,3706,125,12,137,10,55,65,0,0,0,0,0,0
1992,3708,52,5,57,3,16,19,0,0,0,0,0,0
1992,3709,68,5,73,5,25,30,0,0,0,0,0,0
1992,3710,149,17,166,23,63,86,0,0,0,0,0,0
1992,3711,1657,246,1903,293,545,838,0,0,0,0,0,0
1992,3714,19,2,21,2,10,12,0,0,0,0,0,0
1992,3797,24,4,28,16,5,21,0,0,0,0,0,0
1992,3800,0,0,0,0,0,0,0,0,0,0,0,0
1992,3801,1620,227,1847,135,279,414,0,0,0,0,0,0
1992,3803,15,4,19,1,4,5,0,0,0,0,0,0
1992,3897,19,6,25,27,17,44,0,0,0,0,0,0
1992,3900,205,20,225,22,107,129,0,0,0,0,0,0
1992,3901,8,0,8,1,4,5,0,0,0,0,0,0
1992,3902,66,3,69,1,17,18,0,0,0,4,11,15
1992,3903,43,3,46,6,16,22,0,0,0,0,0,0
1992,3904,9,2,11,2,4,6,0,0,0,0,0,0
1992,3905,281,26,307,45,116,161,0,0,0,0,0,0
1992,3906,40,2,42,4,12,16,0,0,0,0,0,0
1992,4000,124,4,128,5,45,50,2,0,2,69,35,104
1992,4001,18,2,20,1,7,8,0,0,0,0,0,0
1992,4002,14,1,15,0,7,7,0,0,0,0,0,0
1992,4003,16,1,17,0,7,7,0,0,0,0,0,0
1992,4004,29,2,31,0,7,7,0,0,0,0,0,0
1992,4005,23,1,24,0,11,11,0,0,0,0,0,0
1992,4006,53,3,56,7,20,27,0,0,0,0,0,0
1992,4007,9,2,11,1,9,10,0,0,0,0,0,0
1992,4008,24,4,28,2,6,8,0,0,0,0,0,0
1992,4100,189,15,204,25,44,69,102,8,110,36,37,73
1992,4101,19,1,20,2,3,5,0,0,0,0,0,0
1992,4102,30,2,32,4,8,12,0,0,0,0,0,0
1992,4103,11,4,15,3,0,3,0,0,0,0,0,0
1992,4104,43,2,45,4,15,19,0,0,0,0,0,0
1992,4105,11,1,12,0,4,4,0,0,0,0,0,0
1992,4106,100,9,109,6,28,34,0,0,0,0,0,0
1992,4107,12,1,13,0,2,2,0,0,0,0,0,0
1992,4108,25,3,28,1,6,7,0,0,0,0,0,0
1992,4109,37,5,42,5,16,21,0,0,0,0,0,0
1992,4110,22,1,23,1,8,9,0,0,0,0,0,0
1992,4111,40,1,41,1,12,13,0,0,0,0,0,0
1992,4113,69,5,74,8,28,36,0,0,0,0,0,0
1992,4114,46,2,48,0,10,10,0,0,0,0,0,0
1992,4115,33,2,35,2,10,12,0,0,0,0,0,0
1992,4116,93,10,103,2,40,42,0,0,0,0,0,0
1992,4117,67,5,72,6,31,37,0,0,0,0,0,0
1992,4119,8,0,8,0,0,0,0,0,0,0,0,0
1992,4120,37,5,42,5,10,15,0,0,0,0,0,0
1992,4127,30,4,34,1,7,8,0,0,0,0,0,0
1992,4200,196,11,207,19,74,93,0,0,0,0,0,0
1992,4201,6,2,8,0,1,1,0,0,0,0,0,0
1992,4202,39,2,41,1,6,7,0,0,0,4,4,8
1992,4203,128,12,140,15,57,72,0,0,0,0,0,0
1992,4204,70,5,75,1,25,26,0,0,0,0,0,0
1992,4297,21,4,25,5,7,12,0,0,0,0,0,0
1992,4300,354,63,417,23,90,113,0,0,0,0,0,0
1992,4302,36,4,40,0,15,15,0,0,0,0,0,0
1992,4304,43,3,46,7,19,26,0,0,0,1,2,3
1992,4305,25,3,28,4,10,14,0,0,0,0,0,0
1992,4307,38,2,40,15,10,25,0,0,0,0,0,0
1992,4308,65,10,75,8,21,29,0,0,0,0,0,0
1992,4310,25,2,27,0,13,13,0,0,0,0,0,0
1992,4311,77,5,82,4,31,35,0,0,0,0,0,0
1992,4312,75,19,94,28,47,75,0,0,0,0,0,0
1992,4313,1095,79,1174,85,322,407,0,0,0,0,0,0
1992,4314,140,5,145,4,32,36,0,0,0,0,0,0
1992,4316,119,3,122,18,39,57,0,0,0,0,0,0
1992,4317,18,2,20,3,15,18,0,0,0,0,0,0
1992,4320,8,0,8,3,7,10,0,0,0,0,0,0
1992,4321,8,1,9,0,2,2,0,0,0,0,0,0
1992,4327,10,0,10,0,1,1,0,0,0,0,0,0
1992,4400,96,3,99,2,28,30,0,0,0,0,0,0
1992,4401,22,0,22,16,0,16,0,0,0,0,0,0
1992,4402,69,6,75,12,26,38,0,0,0,0,0,0
1992,4403,52,1,53,1,17,18,0,0,0,0,0,0
1992,4404,16,1,17,1,7,8,0,0,0,0,0,0
1992,4405,4,2,6,1,3,4,0,0,0,0,0,0
1992,4497,11,4,15,6,7,13,0,0,0,0,0,0
1992,4500,59,8,67,10,42,52,55,21,76,19,24,43
1992,4501,14,0,14,2,6,8,0,0,0,0,0,0
1992,4502,91,1,92,6,66,72,0,0,0,0,0,0
1992,4600,9,1,10,0,0,0,0,0,0,1,3,4
1992,4700,47,1,48,2,11,13,0,0,0,0,0,0
1992,4701,2,0,2,1,2,3,0,0,0,0,0,0
1992,4703,1,0,1,0,0,0,0,0,0,0,0,0
1992,4706,9,0,9,0,0,0,0,0,0,0,0,0
1992,4707,3,0,3,0,0,0,0,0,0,0,0,0
1992,4708,9,0,9,1,3,4,0,0,0,0,0,0
1992,4709,14,0,14,5,2,7,0,0,0,0,0,0
1992,4710,3,0,3,0,0,0,0,0,0,0,0,0
1992,4800,85,3,88,5,53,58,3,0,3,168,65,233
1992,4801,32,0,32,2,13,15,0,0,0,0,0,0
1992,4802,15,1,16,0,3,3,0,0,0,0,0,0
1992,4803,76,6,82,15,38,53,0,0,0,0,0,0
1992,4804,8,1,9,0,1,1,0,0,0,0,0,0
1992,4805,22,1,23,2,8,10,0,0,0,0,0,0
1992,4806,64,7,71,6,43,49,0,0,0,0,0,0
1992,4807,124,8,132,9,59,68,0,0,0,0,0,0
1992,4900,196,6,202,14,74,88,0,0,0,0,0,0
1992,4901,9,1,10,0,5,5,0,0,0,0,0,0
1992,4902,12,1,13,2,5,7,0,0,0,0,0,0
1992,4903,16,0,16,1,8,9,0,0,0,0,0,0
1992,4904,44,2,46,11,18,29,0,0,0,0,0,0
1992,4905,129,7,136,13,52,65,0,0,0,0,0,0
1992,4906,14,0,14,1,5,6,0,0,0,0,0,0
1992,4907,13,1,14,2,4,6,0,0,0,0,0,0
1992,4908,51,3,54,1,23,24,0,0,0,0,0,0
1992,4909,8,1,9,2,11,13,0,0,0,0,0,0
1992,4914,6,1,7,1,1,2,0,0,0,0,0,0
1992,5000,138,8,146,5,56,61,5,0,5,120,70,190
1992,5001,32,1,33,8,11,19,0,0,0,0,0,0
1992,5002,194,5,199,17,68,85,0,0,0,0,0,0
1992,5003,7,2,9,0,0,0,0,0,0,0,0,0
1992,5004,24,0,24,3,5,8,0,0,0,0,0,0
1992,5005,14,0,14,0,2,2,0,0,0,0,0,0
1992,5006,15,0,15,2,3,5,0,0,0,0,0,0
1992,5007,50,2,52,2,22,24,0,0,0,0,0,0
1992,5008,8,0,8,1,1,2,0,0,0,0,0,0
1992,5009,6,0,6,0,1,1,0,0,0,0,0,0
1992,5010,8,1,9,2,2,4,0,0,0,0,0,0
1992,5100,50,3,53,7,19,26,17,7,24,2,1,3
1992,5102,38,2,40,6,11,17,0,0,0,0,0,0
1992,5200,43,2,45,2,18,20,13,3,16,1,3,4
1992,5201,14,1,15,1,5,6,0,0,0,0,0,0
1992,5202,22,1,23,1,10,11,0,0,0,0,0,0
1992,5300,24,0,24,0,6,6,0,0,0,0,0,0
1992,5400,153,12,165,3,49,52,108,11,119,11,9,20
1992,5401,18,0,18,1,5,6,0,0,0,0,0,0
1992,5402,13,0,13,0,1,1,0,0,0,0,0,0
1992,5403,10,0,10,0,1,1,0,0,0,0,0,0
1992,5404,12,2,14,2,3,5,0,0,0,0,0,0
1992,5405,34,4,38,4,16,20,0,0,0,0,0,0
1992,5406,37,3,40,7,21,28,0,0,0,0,0,0
1992,5407,75,10,85,8,37,45,0,0,0,0,0,0
1992,5408,10,0,10,0,1,1,0,0,0,0,0,0
1992,5411,2,0,2,0,1,1,0,0,0,0,0,0
1992,5500,46,0,46,3,18,21,0,0,0,0,0,0
1992,5501,9,0,9,0,3,3,0,0,0,0,0,0
1992,5600,401,46,447,70,108,178,139,9,148,97,62,159
1992,5604,138,7,145,15,63,78,0,0,0,0,0,0
1992,5605,20,1,21,0,8,8,0,0,0,0,0,0
1992,5606,25,2,27,0,6,6,0,0,0,0,0,0
1992,5608,109,13,122,4,59,63,0,0,0,0,0,0
1992,5609,108,6,114,8,46,54,0,0,0,0,0,0
1992,5700,52,8,60,9,22,31,18,1,19,50,49,99
1992,5701,46,6,52,2,14,16,0,0,0,0,0,0
1992,5702,6,1,7,0,1,1,0,0,0,0,0,0
1992,5703,43,6,49,4,14,18,0,0,0,0,0,0
1992,5704,49,6,55,2,21,23,0,0,0,0,0,0
1992,5797,42,5,47,11,20,31,0,0,0,0,0,0
1992,5800,45,3,48,3,17,20,0,0,0,0,0,0
1992,5801,20,0,20,5,3,8,0,0,0,0,0,0
1992,5802,6,0,6,0,1,1,0,0,0,0,0,0
1992,190P,9,1,10,2,1,3,0,0,0,0,0,0
1992,190R,8,1,9,1,9,10,0,0,0,0,0,0
1993,100,298,41,339,73,134,207,318,64,382,115,160,275
1993,101,87,5,92,5,28,33,0,0,0,4,5,9
1993,102,26,2,28,0,5,5,0,0,0,0,0,0
1993,103,167,20,187,50,79,129,0,0,0,0,0,0
1993,104,26,3,29,1,12,13,0,0,0,0,0,0
1993,105,166,13,179,11,62,73,1,0,1,8,8,16
1993,106,145,16,161,24,60,84,0,0,0,9,9,18
1993,107,56,4,60,4,31,35,0,0,0,0,0,0
1993,108,47,2,49,4,15,19,0,0,0,0,0,0
