YEAR,NCIC_AGENCY,FUNDED_NON_JAIL_SWORN_MALE,FUNDED_NON_JAIL_SWORN_FEMALE,FUNDED_NON_JAIL_SWORN_TOTAL,FUNDED_NON_JAIL_CIVIL_MALE,FUNDED_NON_JAIL_CIVIL_FEMALE,FUNDED_NON_JAIL_CIVIL_TOTAL,FUNDED_JAIL_SWORN_MALE,FUNDED_JAIL_SWORN_FEMALE,FUNDED_JAIL_SWORN_TOTAL,FUNDED_JAIL_CIVIL_MALE,FUNDED_JAIL_CIVIL_FEMALE,FUNDED_JAIL_CIVIL_TOTAL
2019,713,6,1,7,0,0,0,0,0,0,0,0,0
2019,714,29,3,32,0,11,11,0,0,0,0,0,0
2019,716,9,2,11,0,2,2,0,0,0,0,0,0
2019,718,197,19,216,60,50,110,0,0,0,0,0,0
2019,721,19,2,21,6,6,12,0,0,0,0,0,0
2019,724,59,7,66,6,13,19,0,0,0,0,0,0
2019,800,18,2,20,1,9,10,1,0,1,14,7,21
2019,801,10,1,11,0,1,1,0,0,0,0,0,0
2019,900,135,14,149,25,52,77,5,0,5,70,43,113
2019,901,15,3,18,0,7,7,0,0,0,0,0,0
2019,902,35,3,38,2,19,21,0,0,0,0,0,0
2019,1000,365,38,403,56,140,196,10,1,11,413,159,572
2019,1001,87,13,100,15,43,58,0,0,0,2,0,2
2019,1002,14,0,14,2,6,8,0,0,0,0,0,0
2019,1003,10,1,11,0,5,5,0,0,0,0,0,0
2019,1004,12,0,12,0,0,0,0,0,0,0,0,0
2019,1005,714,92,806,87,184,271,0,0,0,0,0,0
2019,1006,10,3,13,0,4,4,0,0,0,0,0,0
2019,1007,13,4,17,1,2,3,0,0,0,0,0,0
2019,1008,16,1,17,0,3,3,0,0,0,0,0,0
2019,1009,14,0,14,0,2,2,0,0,0,0,0,0
2019,1010,10,1,11,0,1,1,0,0,0,0,0,0
2019,1011,17,0,17,1,4,5,0,0,0,0,0,0
2019,1012,24,4,28,2,13,15,0,0,0,0,0,0
2019,1013,34,5,39,3,1,4,0,0,0,0,0,0
2019,1015,33,3,36,3,9,12,0,0,0,0,0,0
2019,1017,18,2,20,1,4,5,0,0,0,0,0,0
2019,1044,15,1,16,0,1,1,0,0,0,0,0,0
2019,1097,21,5,26,3,8,11,0,0,0,0,0,0
2019,1100,28,4,32,1,13,14,1,0,1,18,8,26
2019,1101,9,2,11,1,1,2,0,0,0,0,0,0
2019,1200,83,10,93,6,38,44,67,27,94,7,7,14
2019,1201,26,3,29,1,13,14,0,0,0,0,0,0
2019,1203,43,4,47,2,21,23,0,0,0,0,0,0
2019,1204,5,0,5,0,0,0,0,0,0,0,0,0
2019,1205,15,1,16,0,8,8,0,0,0,0,0,0
2019,1207,4,2,6,0,0,0,0,0,0,0,0,0
2019,1208,10,2,12,2,6,8,0,0,0,0,0,0
2019,1300,94,5,99,14,45,59,68,20,88,11,15,26
2019,1301,23,3,26,2,11,13,0,0,0,0,0,0
2019,1302,18,2,20,4,10,14,0,0,0,0,0,0
2019,1303,5,0,5,0,0,0,0,0,0,0,0,0
2019,1304,42,2,44,5,19,24,0,0,0,0,0,0
2019,1306,17,2,19,2,2,4,0,0,0,0,0,0
2019,1307,5,0,5,0,0,0,0,0,0,0,0,0
2019,1400,20,0,20,1,15,16,18,0,18,12,12,24
2019,1401,12,0,12,1,6,7,0,0,0,0,0,0
2019,1500,320,23,343,54,171,225,349,87,436,47,104,151
2019,1501,15,3,18,3,5,8,0,0,0,0,0,0
2019,1502,341,39,380,46,133,179,0,0,0,0,0,0
2019,1503,47,4,51,6,15,21,0,0,0,0,0,0
2019,1505,6,2,8,0,6,6,0,0,0,0,0,0
2019,1506,28,3,31,4,14,18,0,0,0,0,0,0
2019,1507,22,4,26,2,7,9,0,0,0,0,0,0
2019,1508,13,1,14,0,10,10,0,0,0,0,0,0
2019,1509,14,3,17,2,7,9,0,0,0,0,0,0
2019,1511,10,0,10,2,7,9,3,1,4,0,0,0
2019,1514,2,0,2,0,0,0,0,0,0,0,0,0
2019,1515,5,0,5,0,1,1,0,0,0,0,0,0
2019,1521,28,1,29,0,5,5,0,0,0,0,0,0
2019,1597,11,3,14,1,8,9,0,0,0,0,0,0
2019,1600,76,9,85,3,41,44,0,0,0,93,67,160
2019,1601,16,3,19,3,10,13,0,0,0,0,0,0
2019,1602,54,4,58,2,27,29,0,0,0,0,0,0
2019,1603,30,3,33,1,7,8,0,0,0,0,0,0
2019,1607,12,5,17,0,1,1,0,0,0,0,0,0
2019,1700,44,5,49,2,17,19,27,15,42,6,6,12
2019,1701,9,2,11,0,1,1,0,0,0,0,0,0
2019,1702,19,4,23,5,9,14,0,0,0,0,0,0
2019,1800,29,2,31,4,7,11,18,9,27,3,8,11
2019,1801,14,2,16,0,3,3,0,0,0,0,0,0
2019,1900,5477,1170,6647,1698,2651,4349,2367,551,2918,950,1066,2016
2019,1901,67,9,76,8,34,42,0,0,0,0,0,0
2019,1902,61,5,66,2,23,25,0,0,0,0,1,1
2019,1905,49,7,56,4,21,25,0,0,0,3,5,8
2019,1906,67,3,70,0,23,23,0,0,0,0,0,0
2019,1907,24,5,29,4,7,11,0,0,0,0,0,0
2019,1909,44,2,46,6,17,23,0,0,0,0,0,0
2019,1910,114,17,131,30,55,85,0,0,0,1,0,1
2019,1912,120,19,139,17,50,67,0,0,0,5,4,9
2019,1913,32,7,39,5,14,19,0,0,0,2,3,5
2019,1916,50,2,52,4,18,22,0,0,0,3,1,4
2019,1918,103,8,111,20,21,41,0,0,0,3,0,3
2019,1920,100,17,117,9,35,44,0,0,0,0,0,0
2019,1922,108,10,118,8,27,35,0,0,0,5,2,7
2019,1923,56,5,61,2,9,11,0,0,0,4,3,7
2019,1924,79,10,89,4,16,20,0,0,0,3,4,7
2019,1925,209,22,231,21,64,85,0,0,0,10,9,19
2019,1926,45,5,50,6,18,24,0,0,0,3,2,5
2019,1928,80,7,87,10,27,37,1,0,1,5,3,8
2019,1929,29,3,32,15,4,19,0,0,0,3,8,11
2019,1931,51,5,56,11,13,24,0,0,0,2,3,5
2019,1933,171,21,192,6,38,44,0,0,0,3,8,11
2019,1934,25,2,27,0,6,6,0,0,0,0,0,0
2019,1938,33,4,37,1,17,18,0,0,0,0,0,0
2019,1941,725,84,809,132,199,331,8,0,8,32,23,55
2019,1942,8121,1826,9947,963,1578,2541,45,10,55,277,134,411
2019,1944,55,7,62,11,20,31,0,0,0,3,4,7
2019,1946,42,4,46,2,22,24,0,0,0,1,3,4
2019,1947,65,7,72,1,24,25,0,0,0,0,0,0
2019,1948,61,8,69,8,18,26,0,0,0,2,2,4
2019,1951,18,2,20,2,2,4,0,0,0,3,5,8
2019,1953,193,29,222,45,59,104,0,0,0,8,9,17
2019,1955,133,14,147,15,72,87,0,0,0,12,6,18
2019,1956,85,6,91,8,36,44,0,0,0,4,3,7
2019,1961,26,5,31,2,4,6,0,0,0,3,4,7
2019,1962,47,4,51,2,13,15,0,0,0,0,0,0
2019,1963,21,5,26,2,6,8,0,0,0,0,0,0
2019,1965,191,27,218,76,80,156,1,0,1,12,7,19
2019,1966,13,2,15,0,3,3,0,0,0,0,0,0
2019,1967,27,5,32,0,5,5,0,0,0,0,7,7
2019,1969,66,6,72,8,28,36,0,0,0,4,2,6
2019,1970,32,1,33,3,15,18,0,0,0,0,0,0
2019,1972,192,13,205,22,67,89,1,0,1,8,8,16
2019,1973,38,3,41,2,12,14,0,0,0,0,0,0
2019,1975,82,6,88,8,38,46,0,0,0,4,3,7
2019,1976,102,16,118,12,37,49,0,0,0,0,0,0
2019,1978,19,2,21,17,20,37,0,0,0,0,0,0
2019,1981,20,1,21,4,3,7,0,0,0,0,0,0
2019,1982,21,3,24,5,8,13,0,0,0,0,0,0
2019,1983,14,4,18,7,8,15,0,0,0,0,0,0
2019,1984,18,3,21,6,8,14,0,0,0,0,0,0
2019,1997,50,7,57,16,22,38,0,0,0,0,0,0
2019,2000,80,6,86,32,3,35,0,0,0,0,0,0
2019,2001,16,2,18,2,7,9,0,0,0,0,0,0
2019,2002,58,8,66,5,21,26,0,0,0,0,0,0
2019,2100,95,21,116,19,58,77,58,20,78,11,16,27
2019,2101,7,0,7,0,0,0,0,0,0,0,0,0
2019,2103,11,0,11,5,0,5,0,0,0,0,0,0
2019,2105,19,2,21,1,5,6,0,0,0,0,0,0
2019,2106,49,9,58,1,18,19,0,0,0,0,0,0
2019,2107,8,0,8,0,0,0,0,0,0,0,0,0
2019,2109,50,10,60,2,20,22,0,0,0,0,0,0
2019,2110,14,3,17,0,6,6,0,0,0,0,0,0
2019,2111,13,0,13,1,3,4,0,0,0,0,0,0
2019,2113,5,0,5,1,1,2,0,0,0,0,0,0
2019,2117,35,7,42,0,4,4,0,0,0,0,0,0
2019,2200,37,5,42,2,14,16,12,8,20,0,0,0
2019,2300,67,3,70,25,33,58,45,16,61,2,11,13
2019,2301,13,2,15,2,5,7,0,0,0,0,0,0
2019,2303,25,1,26,7,12,19,0,0,0,0,0,0
2019,2304,8,0,8,2,3,5,0,0,0,0,0,0
2019,2400,103,7,110,7,28,35,12,0,12,64,34,98
2019,2401,25,0,25,3,6,9,0,0,0,0,0,0
2019,2402,8,1,9,1,3,4,0,0,0,0,0,0
2019,2403,5,1,6,0,1,1,0,0,0,0,0,0
2019,2404,20,0,20,0,10,10,0,0,0,0,0,0
2019,2405,33,3,36,4,18,22,0,0,0,1,3,4
2019,2406,85,8,93,11,29,40,0,0,0,0,0,0
2019,2412,12,4,16,6,6,12,0,0,0,0,0,0
2019,2500,10,1,11,2,8,10,8,1,9,0,0,0
2019,2501,7,0,7,1,0,1,0,0,0,0,0,0
2019,2600,18,2,20,2,3,5,0,0,0,9,7,16
2019,2601,12,0,12,0,3,3,0,0,0,0,0,0
2019,2700,106,10,116,12,45,57,144,35,179,38,40,78
2019,2701,13,1,14,0,8,8,0,0,0,0,0,0
2019,2702,9,1,10,0,0,0,0,0,0,0,0,0
2019,2703,11,1,12,1,2,3,0,0,0,0,0,0
2019,2704,20,2,22,0,6,6,0,0,0,0,0,0
2019,2705,16,1,17,1,4,5,0,0,0,0,0,0
2019,2706,43,6,49,1,3,4,0,0,0,6,6,12
2019,2707,15,6,21,2,7,9,0,0,0,0,0,0
2019,2708,130,16,146,11,35,46,0,0,0,0,0,0
2019,2709,10,0,10,0,1,1,0,0,0,0,0,0
2019,2710,30,3,33,2,9,11,0,0,0,1,0,1
2019,2711,16,0,16,2,3,5,0,0,0,0,0,0
2019,2712,22,5,27,1,6,7,0,0,0,0,0,0
2019,2719,9,5,14,1,8,9,0,0,0,0,0,0
2019,2800,91,8,99,12,22,34,1,0,1,0,0,0
2019,2801,6,2,8,1,4,5,0,0,0,0,0,0
2019,2802,67,5,72,8,40,48,0,0,0,0,0,0
2019,2803,8,3,11,0,5,5,0,0,0,0,0,0
2019,2808,114,7,121,5,7,12,0,0,0,0,0,0
2019,2900,51,6,57,5,23,28,2,0,2,36,29,65
2019,2901,28,1,29,2,5,7,0,0,0,0,0,0
2019,2902,9,1,10,0,2,2,0,0,0,0,0,0
2019,2908,23,1,24,1,13,14,0,0,0,0,0,0
2019,3000,959,131,1090,595,659,1254,689,109,798,344,237,581
2019,3001,364,31,395,43,123,166,17,6,23,0,8,8
2019,3002,53,3,56,7,23,30,0,0,0,0,0,0
2019,3003,77,12,89,9,33,42,0,0,0,0,0,0
2019,3004,115,12,127,13,52,65,0,0,0,0,0,0
2019,3005,47,4,51,1,10,11,0,0,0,2,1,3
2019,3006,18,2,20,1,6,7,0,0,0,0,0,0
2019,3007,51,8,59,2,18,20,0,0,0,0,0,0
2019,3008,118,16,134,8,47,55,0,0,0,3,1,4
2019,3009,153,10,163,24,52,76,0,0,0,0,0,0
2019,3010,185,11,196,18,74,92,0,0,0,10,5,15
2019,3011,45,9,54,12,29,41,0,0,0,2,1,3
2019,3012,60,9,69,7,25,32,0,0,0,0,0,0
2019,3013,15,2,17,0,4,4,0,0,0,0,0,0
2019,3014,130,12,142,26,50,76,0,0,0,3,4,7
2019,3015,132,11,143,26,47,73,0,0,0,0,0,0
2019,3016,40,3,43,6,15,21,0,0,0,2,1,3
2019,3019,307,32,339,39,94,133,1,0,1,49,36,85
2019,3020,34,4,38,7,2,9,0,0,0,2,4,6
2019,3022,79,11,90,13,38,51,0,0,0,0,0,0
2019,3024,71,8,79,5,34,39,2,0,2,0,0,0
2019,3026,183,41,224,27,74,101,0,0,0,0,0,0
2019,3027,19,6,25,3,11,14,0,0,0,0,0,0
2019,3096,10,0,10,2,4,6,0,0,0,0,0,0
2019,3097,37,8,45,37,18,55,0,0,0,0,0,0
2019,3100,164,16,180,21,78,99,63,5,68,93,94,187
2019,3101,19,1,20,1,7,8,0,0,0,0,0,0
2019,3103,19,2,21,2,6,8,0,0,0,0,0,0
2019,3104,52,6,58,1,25,26,0,0,0,0,0,0
2019,3105,118,12,130,14,47,61,0,0,0,0,0,0
2019,3200,33,2,35,0,10,10,1,0,1,12,8,20
2019,3300,1322,131,1453,285,675,960,279,56,335,680,322,1002
2019,3301,23,3,26,2,16,18,0,0,0,0,0,0
2019,3302,38,5,43,3,13,16,0,0,0,0,0,0
2019,3303,18,0,18,5,5,10,0,0,0,0,0,0
2019,3306,21,2,23,2,7,9,0,0,0,0,0,0
2019,3308,86,4,90,9,29,38,0,0,0,0,0,0
2019,3309,64,4,68,12,28,40,0,0,0,0,0,0
2019,3311,89,12,101,18,27,45,0,0,0,3,0,3
2019,3313,322,44,366,22,124,146,0,0,0,0,0,0
2019,3315,131,12,143,8,52,60,0,0,0,3,3,6
2019,3325,45,5,50,5,17,22,0,0,0,0,0,0
2019,3342,90,9,99,3,36,39,0,0,0,0,0,0
2019,3344,19,3,22,2,3,5,0,0,0,0,0,0
2019,3397,28,3,31,3,6,9,0,0,0,0,0,0
2019,3400,737,128,865,155,268,423,392,91,483,76,145,221
2019,3401,66,8,74,0,28,28,0,0,0,0,0,0
2019,3402,29,4,33,3,12,15,0,0,0,0,0,0
2019,3404,569,109,678,86,229,315,0,0,0,0,0,0
2019,3408,21,2,23,9,12,21,0,0,0,0,0,0
2019,3414,15,2,17,1,4,5,0,0,0,0,0,0
2019,3420,2,0,2,0,0,0,0,0,0,0,0,0
2019,3422,409,84,493,9,23,32,0,0,0,0,0,0
2019,3477,72,8,80,12,10,22,0,0,0,0,0,0
2019,3496,71,13,84,11,39,50,0,0,0,0,0,0
2019,3499,6780,450,7230,1421,1878,3299,0,0,0,0,0,0
2019,3500,22,0,22,3,4,7,1,0,1,16,13,29
2019,3501,28,5,33,0,7,7,0,0,0,0,0,0
2019,3600,1134,180,1314,160,594,754,514,99,613,190,471,661
2019,3601,36,3,39,0,18,18,0,0,0,0,0,0
2019,3602,96,13,109,3,48,51,0,0,0,0,0,0
2019,3603,46,6,52,4,24,28,0,0,0,0,0,0
2019,3604,173,15,188,12,85,97,0,0,0,0,0,0
2019,3605,41,3,44,1,19,20,0,0,0,0,0,0
2019,3607,260,23,283,17,88,105,0,0,0,0,0,0
2019,3608,77,8,85,7,32,39,0,0,0,0,0,0
2019,3609,91,11,102,1,31,32,0,0,0,0,0,0
2019,3610,217,27,244,24,100,124,0,0,0,0,0,0
2019,3611,64,7,71,2,33,35,0,0,0,0,0,0
2019,3614,13,5,18,2,11,13,0,0,0,0,0,0
2019,3623,23,2,25,42,21,63,0,0,0,0,0,0
2019,3626,11,2,13,0,2,2,0,0,0,0,0,0
2019,3639,6,3,9,3,5,8,0,0,0,0,0,0
2019,3650,14,3,17,39,22,61,0,0,0,0,0,0
2019,3657,81,20,101,7,10,17,0,0,0,0,0,0
2019,3700,1206,194,1400,345,566,911,914,287,1201,299,533,832
2019,3701,114,12,126,13,43,56,0,0,0,0,0,0
2019,3702,195,37,232,18,53,71,0,0,0,10,2,12
2019,3703,36,11,47,3,17,20,0,0,0,0,0,0
2019,3705,109,11,120,15,48,63,0,0,0,0,0,0
2019,3706,142,12,154,7,50,57,0,0,0,0,0,0
2019,3708,57,5,62,6,24,30,0,0,0,0,0,0
2019,3709,77,7,84,5,35,40,0,0,0,0,0,0
2019,3710,184,19,203,15,70,85,0,0,0,0,0,0
2019,3711,1470,294,1764,254,369,623,0,0,0,0,0,0
2019,3714,23,4,27,6,19,25,0,0,0,0,0,0
2019,3715,114,18,132,12,21,33,0,0,0,0,0,0
2019,3732,12,2,14,1,7,8,0,0,0,0,0,0
2019,3797,36,3,39,22,17,39,0,0,0,0,0,0
2019,3800,307,54,361,74,84,158,421,75,496,10,19,29
2019,3801,1940,339,2279,298,330,628,0,0,0,0,0,0
2019,3803,21,2,23,14,9,23,0,0,0,0,0,0
2019,3897,45,3,48,66,22,88,0,0,0,0,0,0
2019,3900,247,19,266,45,119,164,26,1,27,183,97,280
2019,3901,11,0,11,0,1,1,0,0,0,0,0,0
2019,3902,67,7,74,3,28,31,0,0,0,0,0,0
2019,3903,71,3,74,5,25,30,0,0,0,2,0,2
2019,3904,21,0,21,1,8,9,0,0,0,0,0,0
2019,3905,411,48,459,59,146,205,0,0,0,0,0,0
2019,3906,79,7,86,8,41,49,0,0,0,0,0,0
2019,3915,26,10,36,3,10,13,0,0,0,0,0,0
2019,4000,156,5,161,11,64,75,108,34,142,11,29,40
2019,4001,25,1,26,0,4,4,0,0,0,0,0,0
2019,4002,15,2,17,1,7,8,0,0,0,0,0,0
2019,4003,12,3,15,0,2,2,0,0,0,0,0,0
2019,4004,35,1,36,1,13,14,0,0,0,0,0,0
2019,4005,18,3,21,0,12,12,0,0,0,0,0,0
2019,4006,51,10,61,4,24,28,0,0,0,0,0,0
2019,4007,15,2,17,2,7,9,0,0,0,0,0,0
2019,4008,25,3,28,3,8,11,0,0,0,0,0,0
2019,4016,137,29,166,1,11,12,0,0,0,0,0,0
2019,4019,6,1,7,1,3,4,0,0,0,0,0,0
2019,4100,231,14,245,50,101,151,79,10,89,175,86,261
2019,4101,15,2,17,1,8,9,0,0,0,0,0,0
2019,4102,28,2,30,5,7,12,0,0,0,0,0,0
2019,4103,11,2,13,0,4,4,0,0,0,0,0,0
2019,4104,32,6,38,6,13,19,0,0,0,0,0,0
2019,4105,17,2,19,0,6,6,0,0,0,0,0,0
2019,4106,93,8,101,12,14,26,0,0,0,0,0,0
2019,4108,22,2,24,1,9,10,0,0,0,0,0,0
2019,4109,44,4,48,8,15,23,0,0,0,0,0,0
2019,4111,30,2,32,0,3,3,0,0,0,0,0,0
2019,4113,75,9,84,4,23,27,0,0,0,0,0,0
2019,4114,41,4,45,0,16,16,0,0,0,0,0,0
2019,4116,83,20,103,8,31,39,0,0,0,0,0,0
2019,4117,72,8,80,6,25,31,0,0,0,0,0,0
2019,4119,9,1,10,0,1,1,0,0,0,0,0,0
2019,4120,30,5,35,4,11,15,0,0,0,0,0,0
2019,4127,29,5,34,1,7,8,0,0,0,0,0,0
2019,4200,225,20,245,32,94,126,191,41,232,37,34,71
2019,4201,10,1,11,0,2,2,0,0,0,0,0,0
2019,4202,35,2,37,0,15,15,0,0,0,4,0,4
2019,4203,110,22,132,18,56,74,0,0,0,0,0,0
2019,4204,125,10,135,5,44,49,0,0,0,0,0,0
2019,4211,6,1,7,5,4,9,0,0,0,0,0,0
2019,4297,31,10,41,8,11,19,0,0,0,0,0,0
2019,4300,422,59,481,52,108,160,658,177,835,83,157,240
2019,4302,40,4,44,3,23,26,0,0,0,0,0,0
2019,4304,58,6,64,3,25,28,0,0,0,3,2,5
2019,4305,24,6,30,2,11,13,0,0,0,0,0,0
2019,4307,33,4,37,2,21,23,0,0,0,0,0,0
2019,4308,74,14,88,5,21,26,0,0,0,0,0,0
2019,4310,35,6,41,4,16,20,0,0,0,0,0,0
2019,4311,85,11,96,9,30,39,0,0,0,0,0,0
2019,4312,66,11,77,22,38,60,0,0,0,0,0,0
2019,4313,1020,130,1150,135,322,457,0,0,0,0,0,0
2019,4314,136,14,150,11,55,66,0,0,0,4,2,6
2019,4316,196,21,217,21,54,75,0,0,0,0,0,0
2019,4317,23,6,29,27,18,45,0,0,0,0,0,0
2019,4320,5,2,7,6,4,10,0,0,0,0,0,0
2019,4321,8,0,8,2,3,5,0,0,0,0,0,0
2019,4327,11,0,11,5,1,6,0,0,0,0,0,0
2019,4400,116,24,140,11,43,54,8,0,8,81,51,132
2019,4401,19,1,20,4,3,7,0,0,0,0,0,0
2019,4402,72,9,81,20,21,41,0,0,0,0,0,0
2019,4403,68,7,75,4,15,19,0,0,0,0,0,0
2019,4404,15,2,17,0,7,7,0,0,0,0,0,0
2019,4497,18,3,21,6,11,17,0,0,0,0,0,0
2019,4500,67,2,69,7,39,46,55,14,69,5,9,14
2019,4501,20,0,20,0,8,8,0,0,0,0,0,0
2019,4502,93,8,101,10,29,39,0,0,0,0,0,0
2019,4591,18,1,19,4,2,6,0,0,0,0,0,0
2019,4600,6,0,6,4,2,6,0,0,0,0,0,0
2019,4700,44,2,46,4,14,18,27,8,35,1,3,4
2019,4703,3,0,3,0,0,0,0,0,0,0,0,0
2019,4706,8,0,8,0,4,4,0,0,0,0,0,0
2019,4707,2,1,3,0,0,0,0,0,0,0,0,0
2019,4708,9,0,9,3,2,5,0,0,0,0,0,0
2019,4709,14,0,14,4,4,8,0,0,0,0,0,0
2019,4710,2,0,2,0,0,0,0,0,0,0,0,0
2019,4800,110,10,120,39,86,125,2,0,2,189,76,265
2019,4801,22,6,28,0,19,19,0,0,0,0,0,0
2019,4802,24,1,25,0,5,5,0,0,0,0,0,0
2019,4803,108,8,116,7,60,67,0,0,0,0,0,0
2019,4804,7,3,10,0,2,2,0,0,0,0,0,0
2019,4805,15,5,20,0,12,12,0,0,0,0,0,0
2019,4806,96,14,110,3,54,57,0,0,0,0,0,0
2019,4807,92,9,101,8,39,47,0,0,0,0,0,0
2019,4900,209,13,222,28,67,95,1,0,1,184,79,263
2019,4901,12,1,13,1,7,8,0,0,0,0,0,0
2019,4902,11,1,12,0,6,6,0,0,0,0,0,0
2019,4903,15,2,17,0,8,8,0,0,0,0,0,0
2019,4904,64,11,75,4,22,26,0,0,0,0,0,0
2019,4905,153,13,166,20,57,77,0,0,0,0,0,0
2019,4906,13,1,14,2,5,7,0,0,0,0,0,0
2019,4908,61,2,63,5,26,31,0,0,0,0,0,0
2019,4909,11,1,12,0,3,3,0,0,0,0,0,0
2019,4914,7,1,8,5,8,13,0,0,0,0,0,0
2019,5000,220,8,228,21,96,117,247,52,299,13,49,62
2019,5001,47,2,49,5,14,19,0,0,0,0,0,0
2019,5002,184,21,205,34,70,104,0,0,0,0,0,0
2019,5003,12,1,13,0,3,3,0,0,0,0,0,0
2019,5004,18,4,22,2,8,10,0,0,0,0,0,0
2019,5007,69,6,75,5,31,36,0,0,0,0,0,0
2019,5010,9,3,12,3,5,8,0,0,0,0,0,0
2019,5100,47,2,49,2,18,20,39,17,56,0,3,3
2019,5102,53,6,59,4,25,29,0,0,0,0,0,0
2019,5200,32,2,34,6,21,27,30,9,39,3,4,7
2019,5201,13,0,13,2,6,8,0,0,0,0,0,0
2019,5202,23,2,25,4,11,15,0,0,0,0,0,0
2019,5300,18,1,19,0,10,10,12,5,17,1,3,4
2019,5400,245,38,283,28,104,132,221,59,280,39,57,96
2019,5401,32,2,34,2,8,10,0,0,0,0,0,0
2019,5402,15,2,17,0,2,2,0,0,0,0,0,0
2019,5403,13,1,14,0,1,1,0,0,0,0,0,0
2019,5404,14,1,15,0,3,3,0,0,0,0,0,0
2019,5405,55,10,65,15,22,37,0,0,0,0,0,0
2019,5406,61,6,67,12,26,38,0,0,0,0,0,0
2019,5407,131,16,147,14,58,72,0,0,0,0,0,0
2019,5408,11,0,11,0,1,1,0,0,0,0,0,0
2019,5411,6,0,6,0,1,1,0,0,0,0,0,0
2019,5500,58,2,60,2,20,22,0,0,0,30,19,49
2019,5501,8,2,10,1,6,7,0,0,0,0,0,0
2019,5600,392,57,449,97,201,298,267,45,312,78,94,172
2019,5604,197,33,230,18,68,86,0,0,0,3,5,8
2019,5605,16,3,19,3,5,8,0,0,0,0,0,0
2019,5606,30,2,32,3,10,13,0,0,0,0,0,0
2019,5608,117,18,135,12,36,48,0,0,0,0,0,0
2019,5609,109,10,119,9,37,46,0,0,0,0,0,0
2019,5622,12,1,13,5,7,12,0,0,0,0,0,0
2019,5680,14,1,15,0,1,1,0,0,0,0,0,0
2019,5700,75,8,83,3,34,37,1,0,1,82,59,141
2019,5701,50,7,57,8,27,35,0,0,0,0,0,0
2019,5702,10,1,11,0,2,2,0,0,0,0,0,0
2019,5703,57,8,65,0,15,15,0,0,0,0,0,0
2019,5704,62,7,69,6,21,27,0,0,0,0,0,0
2019,5797,34,7,41,9,17,26,0,0,0,0,0,0
2019,5800,53,4,57,3,24,27,43,26,69,6,4,10
2019,5801,17,1,18,2,6,8,0,0,0,0,0,0
2019,5802,8,0,8,0,1,1,0,0,0,0,0,0
2019,10M1,205,25,230,19,11,30,0,0,0,0,0,0
2019,190C,9,1,10,2,6,8,0,0,0,0,0,0
2019,190R,10,0,10,1,4,5,0,0,0,0,0,0
2019,191N,7,1,8,1,2,3,0,0,0,0,0,0
2019,19A9,102,19,121,2,6,8,0,0,0,0,0,0
2019,340H,118,22,140,25,73,98,0,0,0,0,0,0
2020,100,472,65,537,103,219,322,362,70,432,95,134,229
2020,101,64,8,72,5,28,33,0,0,0,0,0,0
2020,102,21,1,22,2,7,9,0,0,0,0,0,0
2020,103,136,26,162,20,53,73,1,0,1,10,8,18
2020,104,34,3,37,4,13,17,0,0,0,0,0,0
2020,105,172,23,195,14,78,92,0,0,0,6,8,14
2020,106,154,20,174,15,77,92,0,0,0,13,8,21
2020,107,75,13,88,5,32,37,0,0,0,0,0,0
2020,108,38,13,51,8,16,24,0,0,0,0,0,0
2020,109,632,108,740,83,233,316,0,0,0,0,0,0
2020,110,16,4,20,2,8,10,0,0,0,0,0,0
2020,111,69,9,78,3,28,31,0,0,0,0,0,0
2020,112,81,8,89,3,29,32,0,0,0,4,5,9
2020,113,59,10,69,5,12,17,0,0,0,0,0,0
2020,114,56,5,61,11,22,33,0,0,0,0,0,0
2020,115,10,2,12,4,5,9,0,0,0,0,0,0
2020,197,33,11,44,40,20,60,0,0,0,0,0,0
2020,200,12,0,12,0,3,3,0,0,0,0,0,0
2020,300,42,2,44,7,16,23,1,0,1,13,9,22
2020,302,9,0,9,0,0,0,0,0,0,0,0,0
2020,303,7,2,9,0,1,1,0,0,0,0,0,0
2020,305,4,1,5,0,0,0,0,0,0,0,0,0
2020,400,93,7,100,21,37,58,0,0,0,61,49,110
2020,402,86,8,94,3,39,42,0,0,0,4,4,8
2020,403,10,1,11,1,5,6,0,0,0,0,0,0
2020,404,18,3,21,4,12,16,0,0,0,0,0,0
2020,405,15,1,16,2,6,8,0,0,0,0,0,0
2020,497,15,3,18,1,8,9,0,0,0,0,0,0
2020,500,52,7,59,3,20,23,1,1,2,24,15,39
2020,501,5,1,6,0,1,1,0,0,0,0,0,0
2020,600,27,2,29,3,17,20,4,7,11,0,1,1
2020,601,6,3,9,0,1,1,0,0,0,0,0,0
2020,602,9,1,10,0,2,2,0,0,0,0,0,0
2020,700,233,44,277,51,159,210,302,55,357,41,48,89
2020,701,115,5,120,4,37,41,0,0,0,2,3,5
2020,702,59,5,64,6,25,31,0,0,0,0,0,0
2020,703,6,5,11,0,2,2,0,0,0,0,0,0
2020,704,117,18,135,2,38,40,0,0,0,2,1,3
2020,705,34,4,38,2,6,8,0,0,0,0,0,0
2020,706,19,3,22,0,4,4,0,0,0,0,0,0
2020,707,24,2,26,2,15,17,0,0,0,0,0,0
2020,708,73,12,85,1,17,18,0,0,0,0,0,0
2020,709,36,7,43,3,10,13,0,0,0,0,0,0
2020,710,116,28,144,15,35,50,1,0,1,3,2,5
